iter,target_level,target_L,recipe,X,Y,Z,Lab1,Lab2,Lab3,measured_L,delta
28,27,14.00,"[(64, 16)]",2.225,2.346,2.334,50.000,17.207,-0.790,17.207,+3.207
29,28,13.00,"[(64, 20)]",2.018,2.121,2.098,50.000,16.108,-0.613,16.108,+3.108
30,29,12.80,"[(64, 24)]",1.800,1.887,1.871,50.000,14.883,-0.487,14.883,+2.083
31,30,12.60,"[(64, 32)]",1.839,1.929,1.926,50.000,15.110,-0.514,15.110,+2.510
41.521,1,0,74.00,"[]",41.521,70.539,41.971,70.851,100.000,100.000
41.521,2,1,72.00,"[(64, 1), (128, 3)]",40.488,69.815,7.663,33.270,99.030,50.044
41.521,3,2,70.00,"[(64, 1), (128, 2)]",37.929,67.968,7.502,32.922,96.554,49.577
41.521,4,3,69.00,"[(64, 32), (128, 24)]",39.329,68.989,7.781,33.522,97.922,50.380
41.521,5,4,68.00,"[(64, 32), (128, 16)]",38.078,68.078,7.546,33.018,96.701,49.706
41.521,6,5,67.00,"[(64, 32), (128, 12)]",36.952,67.241,7.081,31.990,95.579,48.327
41.521,7,6,66.00,"[(64, 32), (128, 10)]",36.015,66.532,6.702,31.119,94.628,47.159
41.521,8,7,65.00,"[(64, 32), (128, 8)]",34.270,65.177,6.013,29.446,92.812,44.918
41.521,9,8,64.00,"[(64, 1), (128, 1)]",35.386,66.048,7.144,32.133,93.980,48.519
41.521,10,9,61.00,"[(64, 32), (128, 6)]",30.323,61.932,4.811,26.191,88.463,40.554
41.521,11,10,60.00,"[(64, 2), (128, 2)]",28.040,59.925,5.759,28.797,85.773,44.048
41.521,12,11,56.00,"[(64, 32), (128, 5)]",26.432,58.445,4.045,23.821,83.788,37.378
41.521,13,12,53.00,"[(64, 1)]",30.663,62.222,6.743,31.215,88.852,47.288
41.521,14,13,49.00,"[(64, 32), (128, 4)]",20.686,52.604,3.314,21.260,75.959,33.945
41.521,15,14,47.00,"[(64, 2), (128, 1)]",18.001,49.497,4.407,24.973,71.794,38.921
41.521,16,15,39.00,"[(64, 32), (128, 3)]",13.654,43.733,2.652,18.592,64.069,30.368
42.451,17,16,38.00,"[(64, 3), (128, 1)]",11.659,40.668,3.123,20.530,59.401,32.606
42.451,18,17,37.00,"[(64, 2)]",13.566,43.604,3.909,23.368,63.307,36.382
42.451,19,18,29.00,"[(64, 3)]",7.798,33.560,2.678,18.705,49.942,30.177
42.451,20,19,26.00,"[(64, 32), (128, 2)]",6.910,31.601,2.029,15.638,47.336,26.096
42.451,21,20,25.00,"[(64, 4)]",6.531,30.713,2.282,16.900,46.155,27.776
42.451,22,21,21.00,"[(64, 5)]",5.250,27.434,2.035,15.671,41.792,26.140
42.451,23,22,20.00,"[(64, 6)]",4.426,25.033,1.899,14.946,38.597,25.176
42.451,24,23,18.00,"[(64, 8)]",3.530,22.054,1.785,14.315,34.633,24.336
42.451,25,24,16.00,"[(64, 10)]",2.978,19.956,1.718,13.930,31.842,23.823
42.451,26,25,15.00,"[(64, 32), (128, 1)]",3.314,21.261,1.741,14.063,33.578,24.000
42.451,27,26,15.00,"[(64, 12)]",2.802,19.233,1.717,13.928,30.879,23.821
42.451,28,27,14.00,"[(64, 16)]",2.467,17.770,1.694,13.789,28.933,23.636
42.451,29,28,13.00,"[(64, 20)]",2.210,16.551,1.666,13.626,27.312,23.419
42.451,30,29,12.80,"[(64, 24)]",1.951,15.229,1.661,13.598,25.552,23.382
42.451,31,30,12.60,"[(64, 32)]",1.631,13.415,1.664,13.612,23.139,23.401
